vid,pid,color,size,stock,price
964,1538,Red,M,10,200000
965,902,Red,M,10,200000
966,117,Red,M,10,200000
967,1269,Red,M,10,200000
968,364,Red,M,10,200000
969,1215,Red,M,10,200000
970,367,Red,M,10,200000
971,1150,Red,M,10,200000
972,817,Red,M,10,200000
973,764,Red,M,10,200000
974,914,Red,M,10,200000
975,1265,Red,M,10,200000
976,897,Red,M,10,200000
977,1935,Red,M,10,200000
978,1656,Red,M,10,200000
979,1558,Red,M,10,200000
980,201,Red,M,10,200000
981,1885,Red,M,10,200000
982,717,Red,M,10,200000
983,1085,Red,M,10,200000
984,283,Red,M,10,200000
985,562,Red,M,10,200000
986,462,Red,M,10,200000
987,1983,Red,M,10,200000
988,358,Red,M,10,200000
989,975,Red,M,10,200000
990,272,Red,M,10,200000
991,372,Red,M,10,200000
992,375,Red,M,10,200000
993,1902,Red,M,10,200000
994,1002,Red,M,10,200000
995,1582,Red,M,10,200000
996,1868,Red,M,10,200000
997,1510,Red,M,10,200000
998,1329,Red,M,10,200000
999,243,Red,M,10,200000
1000,689,Red,M,10,200000
1001,745,Red,M,10,200000
1002,1950,Red,M,10,200000
1003,456,Red,M,10,200000
1004,137,Red,M,10,200000
1005,523,Red,M,10,200000
1006,685,Red,M,10,200000
1007,424,Red,M,10,200000
1008,122,Red,M,10,200000
1009,1550,Red,M,10,200000
1010,453,Red,M,10,200000
1011,404,Red,M,10,200000
1012,1317,Red,M,10,200000
1013,1304,Red,M,10,200000
1014,1631,Red,M,10,200000
1015,308,Red,M,10,200000
1016,1328,Red,M,10,200000
1017,1638,Red,M,10,200000
1018,885,Red,M,10,200000
1019,828,Red,M,10,200000
1020,1730,Red,M,10,200000
1021,122,Red,M,10,200000
1022,24,Red,M,10,200000
1023,1946,Red,M,10,200000
1024,1963,Red,M,10,200000
1025,159,Red,M,10,200000
1026,941,Red,M,10,200000
1027,1531,Red,M,10,200000
1028,1117,Red,M,10,200000
1029,253,Red,M,10,200000
1030,6,Red,M,10,200000
1031,1181,Red,M,10,200000
1032,971,Red,M,10,200000
1033,728,Red,M,10,200000
1034,1145,Red,M,10,200000
1035,575,Red,M,10,200000
1036,1565,Red,M,10,200000
1037,563,Red,M,10,200000
1038,1247,Red,M,10,200000
1039,341,Red,M,10,200000
1040,1741,Red,M,10,200000
1041,514,Red,M,10,200000
1042,875,Red,M,10,200000
1043,8,Red,M,10,200000
1044,305,Red,M,10,200000
1045,1853,Red,M,10,200000
1046,1348,Red,M,10,200000
1047,794,Red,M,10,200000
1048,757,Red,M,10,200000
1049,1200,Red,M,10,200000
1050,673,Red,M,10,200000
1051,1895,Red,M,10,200000
1052,1348,Red,M,10,200000
1053,1983,Red,M,10,200000
1054,208,Red,M,10,200000
1055,1287,Red,M,10,200000
1056,1955,Red,M,10,200000
1057,791,Red,M,10,200000
1058,196,Red,M,10,200000
1059,15,Red,M,10,200000
1060,138,Red,M,10,200000
1061,144,Red,M,10,200000
1062,473,Red,M,10,200000
1063,1704,Red,M,10,200000
1064,704,Red,M,10,200000
1065,1150,Red,M,10,200000
1066,964,Red,M,10,200000
1067,903,Red,M,10,200000
1068,562,Red,M,10,200000
1069,1335,Red,M,10,200000
1070,555,Red,M,10,200000
1071,939,Red,M,10,200000
1072,1407,Red,M,10,200000
1073,111,Red,M,10,200000
1074,142,Red,M,10,200000
1075,758,Red,M,10,200000
1076,1875,Red,M,10,200000
1077,143,Red,M,10,200000
1078,1697,Red,M,10,200000
1079,1314,Red,M,10,200000
1080,478,Red,M,10,200000
1081,1140,Red,M,10,200000
1082,952,Red,M,10,200000
1083,741,Red,M,10,200000
1084,1153,Red,M,10,200000
1085,35,Red,M,10,200000
1086,1678,Red,M,10,200000
1087,95,Red,M,10,200000
1088,1540,Red,M,10,200000
1089,394,Red,M,10,200000
1090,1105,Red,M,10,200000
1091,160,Red,M,10,200000
1092,758,Red,M,10,200000
1093,722,Red,M,10,200000
1094,1357,Red,M,10,200000
1095,1047,Red,M,10,200000
1096,1842,Red,M,10,200000
1097,736,Red,M,10,200000
1098,995,Red,M,10,200000
1099,933,Red,M,10,200000
1100,1627,Red,M,10,200000
1101,907,Red,M,10,200000
1102,934,Red,M,10,200000
1103,1535,Red,M,10,200000
1104,1908,Red,M,10,200000
1105,1592,Red,M,10,200000
1106,387,Red,M,10,200000
1107,786,Red,M,10,200000
1108,734,Red,M,10,200000
1109,946,Red,M,10,200000
1110,794,Red,M,10,200000
1111,1009,Red,M,10,200000
1112,767,Red,M,10,200000
1113,613,Red,M,10,200000
1114,269,Red,M,10,200000
1115,1386,Red,M,10,200000
1116,1419,Red,M,10,200000
1117,1385,Red,M,10,200000
1118,1220,Red,M,10,200000
1119,216,Red,M,10,200000
1120,1826,Red,M,10,200000
1121,1707,Red,M,10,200000
1122,106,Red,M,10,200000
1123,753,Red,M,10,200000
1124,854,Red,M,10,200000
1125,311,Red,M,10,200000
1126,1735,Red,M,10,200000
1127,1774,Red,M,10,200000
1128,1399,Red,M,10,200000
1129,1266,Red,M,10,200000
1130,971,Red,M,10,200000
1131,1099,Red,M,10,200000
1132,828,Red,M,10,200000
1133,148,Red,M,10,200000
1134,1860,Red,M,10,200000
1135,1493,Red,M,10,200000
1136,128,Red,M,10,200000
1137,1427,Red,M,10,200000
1138,524,Red,M,10,200000
1139,1632,Red,M,10,200000
1140,1591,Red,M,10,200000
1141,1866,Red,M,10,200000
1142,115,Red,M,10,200000
1143,827,Red,M,10,200000
1144,1788,Red,M,10,200000
1145,24,Red,M,10,200000
1146,1780,Red,M,10,200000
1147,1051,Red,M,10,200000
1148,1913,Red,M,10,200000
1149,693,Red,M,10,200000
1150,566,Red,M,10,200000
1151,35,Red,M,10,200000
1152,1297,Red,M,10,200000
1153,1440,Red,M,10,200000
1154,145,Red,M,10,200000
1155,53,Red,M,10,200000
1156,1853,Red,M,10,200000
1157,451,Red,M,10,200000
1158,1243,Red,M,10,200000
1159,163,Red,M,10,200000
1160,705,Red,M,10,200000
1161,440,Red,M,10,200000
1162,1311,Red,M,10,200000
1163,734,Red,M,10,200000
1164,1802,Red,M,10,200000
1165,245,Red,M,10,200000
1166,1528,Red,M,10,200000
1167,896,Red,M,10,200000
1168,1127,Red,M,10,200000
1169,674,Red,M,10,200000
1170,623,Red,M,10,200000
1171,1653,Red,M,10,200000
1172,1793,Red,M,10,200000
1173,171,Red,M,10,200000
1174,1519,Red,M,10,200000
1175,195,Red,M,10,200000
1176,569,Red,M,10,200000
1177,705,Red,M,10,200000
1178,897,Red,M,10,200000
1179,1722,Red,M,10,200000
1180,604,Red,M,10,200000
1181,748,Red,M,10,200000
1182,1097,Red,M,10,200000
1183,1590,Red,M,10,200000
1184,1317,Red,M,10,200000
1185,1115,Red,M,10,200000
1186,1676,Red,M,10,200000
1187,18,Red,M,10,200000
1188,383,Red,M,10,200000
1189,1515,Red,M,10,200000
1190,1276,Red,M,10,200000
1191,1559,Red,M,10,200000
1192,1973,Red,M,10,200000
1193,661,Red,M,10,200000
1194,210,Red,M,10,200000
1195,1427,Red,M,10,200000
1196,1289,Red,M,10,200000
1197,978,Red,M,10,200000
1198,1143,Red,M,10,200000
1199,468,Red,M,10,200000
1200,445,Red,M,10,200000
1201,1482,Red,M,10,200000
1202,559,Red,M,10,200000
1203,1811,Red,M,10,200000
1204,673,Red,M,10,200000
1205,1466,Red,M,10,200000
1206,1443,Red,M,10,200000
1207,45,Red,M,10,200000
1208,441,Red,M,10,200000
1209,1300,Red,M,10,200000
1210,985,Red,M,10,200000
1211,1228,Red,M,10,200000
1212,1194,Red,M,10,200000
1213,240,Red,M,10,200000
1214,641,Red,M,10,200000
1215,757,Red,M,10,200000
1216,530,Red,M,10,200000
1217,1505,Red,M,10,200000
1218,862,Red,M,10,200000
1219,411,Red,M,10,200000
1220,1761,Red,M,10,200000
1221,610,Red,M,10,200000
1222,1232,Red,M,10,200000
1223,881,Red,M,10,200000
1224,119,Red,M,10,200000
1225,1535,Red,M,10,200000
1226,410,Red,M,10,200000
1227,1596,Red,M,10,200000
1228,1212,Red,M,10,200000
1229,623,Red,M,10,200000
1230,581,Red,M,10,200000
1231,1974,Red,M,10,200000
1232,6,Red,M,10,200000
1233,1951,Red,M,10,200000
1234,576,Red,M,10,200000
1235,271,Red,M,10,200000
1236,698,Red,M,10,200000
1237,1579,Red,M,10,200000
1238,690,Red,M,10,200000
1239,1070,Red,M,10,200000
1240,162,Red,M,10,200000
1241,1733,Red,M,10,200000
1242,238,Red,M,10,200000
1243,1254,Red,M,10,200000
1244,551,Red,M,10,200000
1245,791,Red,M,10,200000
1246,689,Red,M,10,200000
1247,260,Red,M,10,200000
1248,475,Red,M,10,200000
1249,789,Red,M,10,200000
1250,1996,Red,M,10,200000
1251,1332,Red,M,10,200000
1252,1270,Red,M,10,200000
1253,1724,Red,M,10,200000
1254,888,Red,M,10,200000
1255,787,Red,M,10,200000
1256,1643,Red,M,10,200000
1257,984,Red,M,10,200000
1258,394,Red,M,10,200000
1259,366,Red,M,10,200000
1260,1111,Red,M,10,200000
1261,849,Red,M,10,200000
1262,421,Red,M,10,200000
1263,1514,Red,M,10,200000
1264,133,Red,M,10,200000
1265,1060,Red,M,10,200000
1266,151,Red,M,10,200000
1267,1965,Red,M,10,200000
1268,1680,Red,M,10,200000
1269,656,Red,M,10,200000
1270,1873,Red,M,10,200000
1271,1738,Red,M,10,200000
1272,198,Red,M,10,200000
1273,1159,Red,M,10,200000
1274,374,Red,M,10,200000
1275,394,Red,M,10,200000
1276,1062,Red,M,10,200000
1277,1989,Red,M,10,200000
1278,527,Red,M,10,200000
1279,709,Red,M,10,200000
1280,934,Red,M,10,200000
1281,1709,Red,M,10,200000
1282,200,Red,M,10,200000
1283,1281,Red,M,10,200000
1284,1635,Red,M,10,200000
1285,1582,Red,M,10,200000
1286,1947,Red,M,10,200000
1287,1585,Red,M,10,200000
1288,1365,Red,M,10,200000
1289,452,Red,M,10,200000
1290,919,Red,M,10,200000
1291,1006,Red,M,10,200000
1292,1230,Red,M,10,200000
1293,651,Red,M,10,200000
1294,1116,Red,M,10,200000
1295,131,Red,M,10,200000
1296,800,Red,M,10,200000
1297,1375,Red,M,10,200000
1298,1798,Red,M,10,200000
1299,1666,Red,M,10,200000
1300,1624,Red,M,10,200000
1301,463,Red,M,10,200000
1302,1028,Red,M,10,200000
1303,1076,Red,M,10,200000
1304,1179,Red,M,10,200000
1305,927,Red,M,10,200000
1306,1556,Red,M,10,200000
1307,862,Red,M,10,200000
1308,1035,Red,M,10,200000
1309,1325,Red,M,10,200000
1310,716,Red,M,10,200000
1311,111,Red,M,10,200000
1312,949,Red,M,10,200000
1313,1627,Red,M,10,200000
1314,343,Red,M,10,200000
1315,693,Red,M,10,200000
1316,1691,Red,M,10,200000
1317,1371,Red,M,10,200000
1318,1483,Red,M,10,200000
1319,464,Red,M,10,200000
1320,1161,Red,M,10,200000
1321,1769,Red,M,10,200000
1322,1139,Red,M,10,200000
1323,366,Red,M,10,200000
1324,438,Red,M,10,200000
1325,1985,Red,M,10,200000
1326,1470,Red,M,10,200000
1327,598,Red,M,10,200000
1328,1817,Red,M,10,200000
1329,1810,Red,M,10,200000
1330,1667,Red,M,10,200000
1331,1328,Red,M,10,200000
1332,1205,Red,M,10,200000
1333,1067,Red,M,10,200000
1334,654,Red,M,10,200000
1335,1921,Red,M,10,200000
1336,1027,Red,M,10,200000
1337,577,Red,M,10,200000
1338,1020,Red,M,10,200000
1339,100,Red,M,10,200000
1340,1067,Red,M,10,200000
1341,1330,Red,M,10,200000
1342,1855,Red,M,10,200000
1343,340,Red,M,10,200000
1344,174,Red,M,10,200000
1345,756,Red,M,10,200000
1346,1166,Red,M,10,200000
1347,550,Red,M,10,200000
1348,1378,Red,M,10,200000
1349,663,Red,M,10,200000
1350,1133,Red,M,10,200000
1351,451,Red,M,10,200000
1352,1131,Red,M,10,200000
1353,457,Red,M,10,200000
1354,1012,Red,M,10,200000
1355,1892,Red,M,10,200000
1356,1507,Red,M,10,200000
1357,88,Red,M,10,200000
1358,958,Red,M,10,200000
1359,1990,Red,M,10,200000
1360,150,Red,M,10,200000
1361,1474,Red,M,10,200000
1362,368,Red,M,10,200000
1363,940,Red,M,10,200000
1364,1020,Red,M,10,200000
1365,1672,Red,M,10,200000
1366,452,Red,M,10,200000
1367,1748,Red,M,10,200000
1368,1795,Red,M,10,200000
1369,1905,Red,M,10,200000
1370,50,Red,M,10,200000
1371,1010,Red,M,10,200000
1372,1625,Red,M,10,200000
1373,1019,Red,M,10,200000
1374,442,Red,M,10,200000
1375,1960,Red,M,10,200000
1376,1187,Red,M,10,200000
1377,476,Red,M,10,200000
1378,336,Red,M,10,200000
1379,1623,Red,M,10,200000
1380,749,Red,M,10,200000
1381,1910,Red,M,10,200000
1382,1380,Red,M,10,200000
1383,1519,Red,M,10,200000
1384,783,Red,M,10,200000
1385,585,Red,M,10,200000
1386,1420,Red,M,10,200000
1387,626,Red,M,10,200000
1388,1335,Red,M,10,200000
1389,1027,Red,M,10,200000
1390,305,Red,M,10,200000
1391,1383,Red,M,10,200000
1392,393,Red,M,10,200000
1393,275,Red,M,10,200000
1394,1299,Red,M,10,200000
1395,1051,Red,M,10,200000
1396,1872,Red,M,10,200000
1397,363,Red,M,10,200000
1398,74,Red,M,10,200000
1399,1042,Red,M,10,200000
1400,943,Red,M,10,200000
1401,1715,Red,M,10,200000
1402,1946,Red,M,10,200000
1403,1306,Red,M,10,200000
1404,1785,Red,M,10,200000
1405,985,Red,M,10,200000
1406,34,Red,M,10,200000
1407,1792,Red,M,10,200000
1408,601,Red,M,10,200000
1409,870,Red,M,10,200000
1410,129,Red,M,10,200000
1411,1388,Red,M,10,200000
1412,1295,Red,M,10,200000
1413,1485,Red,M,10,200000
1414,277,Red,M,10,200000
1415,600,Red,M,10,200000
1416,1224,Red,M,10,200000
1417,301,Red,M,10,200000
1418,1857,Red,M,10,200000
1419,622,Red,M,10,200000
1420,1721,Red,M,10,200000
1421,518,Red,M,10,200000
1422,491,Red,M,10,200000
1423,1919,Red,M,10,200000
1424,1559,Red,M,10,200000
1425,1544,Red,M,10,200000
1426,1311,Red,M,10,200000
1427,1743,Red,M,10,200000
1428,533,Red,M,10,200000
1429,470,Red,M,10,200000
1430,1459,Red,M,10,200000
1431,62,Red,M,10,200000
1432,1259,Red,M,10,200000
1433,282,Red,M,10,200000
1434,1289,Red,M,10,200000
1435,1602,Red,M,10,200000
1436,1424,Red,M,10,200000
1437,1410,Red,M,10,200000
1438,1610,Red,M,10,200000
1439,1168,Red,M,10,200000
1440,1381,Red,M,10,200000
1441,120,Red,M,10,200000
1442,1797,Red,M,10,200000
1443,1817,Red,M,10,200000
1444,1997,Red,M,10,200000
1445,591,Red,M,10,200000
1446,1620,Red,M,10,200000
1447,337,Red,M,10,200000
1448,1260,Red,M,10,200000
1449,553,Red,M,10,200000
1450,422,Red,M,10,200000
1451,1035,Red,M,10,200000
1452,1882,Red,M,10,200000
1453,1749,Red,M,10,200000
1454,1295,Red,M,10,200000
1455,1055,Red,M,10,200000
1456,436,Red,M,10,200000
1457,838,Red,M,10,200000
1458,761,Red,M,10,200000
1459,1294,Red,M,10,200000
1460,1136,Red,M,10,200000
1461,1967,Red,M,10,200000
1462,708,Red,M,10,200000
1463,1613,Red,M,10,200000
1464,1819,Red,M,10,200000
1465,747,Red,M,10,200000
1466,1841,Red,M,10,200000
1467,1341,Red,M,10,200000
1468,1137,Red,M,10,200000
1469,1497,Red,M,10,200000
1470,647,Red,M,10,200000
1471,1163,Red,M,10,200000
1472,1945,Red,M,10,200000
1473,1940,Red,M,10,200000
1474,800,Red,M,10,200000
1475,706,Red,M,10,200000
1476,170,Red,M,10,200000
1477,1536,Red,M,10,200000
1478,500,Red,M,10,200000
1479,622,Red,M,10,200000
1480,493,Red,M,10,200000
1481,256,Red,M,10,200000
1482,560,Red,M,10,200000
1483,1340,Red,M,10,200000
1484,368,Red,M,10,200000
1485,229,Red,M,10,200000
1486,50,Red,M,10,200000
1487,718,Red,M,10,200000
1488,1252,Red,M,10,200000
1489,1345,Red,M,10,200000
1490,1795,Red,M,10,200000
1491,570,Red,M,10,200000
1492,1797,Red,M,10,200000
1493,426,Red,M,10,200000
1494,1185,Red,M,10,200000
1495,1282,Red,M,10,200000
1496,867,Red,M,10,200000
1497,442,Red,M,10,200000
1498,1976,Red,M,10,200000
1499,974,Red,M,10,200000
1500,1857,Red,M,10,200000
1501,498,Red,M,10,200000
1502,701,Red,M,10,200000
1503,1941,Red,M,10,200000
1504,1193,Red,M,10,200000
1505,287,Red,M,10,200000
1506,1783,Red,M,10,200000
1507,363,Red,M,10,200000
1508,906,Red,M,10,200000
1509,245,Red,M,10,200000
1510,426,Red,M,10,200000
1511,516,Red,M,10,200000
1512,1744,Red,M,10,200000
1513,1128,Red,M,10,200000
1514,577,Red,M,10,200000
1515,887,Red,M,10,200000
1516,1887,Red,M,10,200000
1517,1753,Red,M,10,200000
1518,167,Red,M,10,200000
1519,1518,Red,M,10,200000
1520,1451,Red,M,10,200000
1521,1229,Red,M,10,200000
1522,1650,Red,M,10,200000
1523,169,Red,M,10,200000
1524,1110,Red,M,10,200000
1525,1002,Red,M,10,200000
1526,637,Red,M,10,200000
1527,1442,Red,M,10,200000
1528,695,Red,M,10,200000
1529,682,Red,M,10,200000
1530,1457,Red,M,10,200000
1531,939,Red,M,10,200000
1532,323,Red,M,10,200000
1533,658,Red,M,10,200000
1534,1455,Red,M,10,200000
1535,1779,Red,M,10,200000
1536,1611,Red,M,10,200000
1537,573,Red,M,10,200000
1538,1004,Red,M,10,200000
1539,1240,Red,M,10,200000
1540,850,Red,M,10,200000
1541,1761,Red,M,10,200000
1542,1354,Red,M,10,200000
1543,375,Red,M,10,200000
1544,9,Red,M,10,200000
1545,1891,Red,M,10,200000
1546,607,Red,M,10,200000
1547,1439,Red,M,10,200000
1548,1402,Red,M,10,200000
1549,1061,Red,M,10,200000
1550,1155,Red,M,10,200000
1551,1571,Red,M,10,200000
1552,941,Red,M,10,200000
1553,1470,Red,M,10,200000
1554,315,Red,M,10,200000
1555,702,Red,M,10,200000
1556,585,Red,M,10,200000
1557,1747,Red,M,10,200000
1558,13,Red,M,10,200000
1559,128,Red,M,10,200000
1560,1371,Red,M,10,200000
1561,385,Red,M,10,200000
1562,560,Red,M,10,200000
1563,1223,Red,M,10,200000
1564,588,Red,M,10,200000
1565,684,Red,M,10,200000
1566,1634,Red,M,10,200000
1567,1369,Red,M,10,200000
1568,642,Red,M,10,200000
1569,1217,Red,M,10,200000
1570,1925,Red,M,10,200000
1571,925,Red,M,10,200000
1572,1974,Red,M,10,200000
1573,1528,Red,M,10,200000
1574,1399,Red,M,10,200000
1575,586,Red,M,10,200000
1576,1549,Red,M,10,200000
1577,1333,Red,M,10,200000
1578,588,Red,M,10,200000
1579,1239,Red,M,10,200000
1580,1509,Red,M,10,200000
1581,1710,Red,M,10,200000
1582,1594,Red,M,10,200000
1583,98,Red,M,10,200000
1584,1453,Red,M,10,200000
1585,1991,Red,M,10,200000
1586,497,Red,M,10,200000
1587,1948,Red,M,10,200000
1588,946,Red,M,10,200000
1589,1833,Red,M,10,200000
1590,1109,Red,M,10,200000
1591,1681,Red,M,10,200000
1592,1410,Red,M,10,200000
1593,369,Red,M,10,200000
1594,1497,Red,M,10,200000
1595,437,Red,M,10,200000
1596,799,Red,M,10,200000
1597,1716,Red,M,10,200000
1598,1322,Red,M,10,200000
1599,1930,Red,M,10,200000
1600,146,Red,M,10,200000
1601,880,Red,M,10,200000
1602,1893,Red,M,10,200000
1603,1726,Red,M,10,200000
1604,744,Red,M,10,200000
1605,606,Red,M,10,200000
1606,294,Red,M,10,200000
1607,866,Red,M,10,200000
1608,1758,Red,M,10,200000
1609,628,Red,M,10,200000
1610,1694,Red,M,10,200000
1611,1125,Red,M,10,200000
1612,1188,Red,M,10,200000
1613,1351,Red,M,10,200000
1614,192,Red,M,10,200000
1615,206,Red,M,10,200000
1616,1505,Red,M,10,200000
1617,157,Red,M,10,200000
1618,776,Red,M,10,200000
1619,329,Red,M,10,200000
1620,372,Red,M,10,200000
1621,400,Red,M,10,200000
1622,872,Red,M,10,200000
1623,152,Red,M,10,200000
1624,1186,Red,M,10,200000
1625,1023,Red,M,10,200000
1626,1585,Red,M,10,200000
1627,667,Red,M,10,200000
1628,128,Red,M,10,200000
1629,783,Red,M,10,200000
1630,1146,Red,M,10,200000
1631,715,Red,M,10,200000
1632,1182,Red,M,10,200000
1633,734,Red,M,10,200000
1634,336,Red,M,10,200000
1635,1024,Red,M,10,200000
1636,1310,Red,M,10,200000
1637,1832,Red,M,10,200000
1638,1099,Red,M,10,200000
1639,994,Red,M,10,200000
1640,1520,Red,M,10,200000
1641,1074,Red,M,10,200000
1642,184,Red,M,10,200000
1643,1452,Red,M,10,200000
1644,1852,Red,M,10,200000
1645,580,Red,M,10,200000
1646,1320,Red,M,10,200000
1647,1868,Red,M,10,200000
1648,1692,Red,M,10,200000
1649,164,Red,M,10,200000
1650,596,Red,M,10,200000
1651,183,Red,M,10,200000
1652,1667,Red,M,10,200000
1653,189,Red,M,10,200000
1654,1579,Red,M,10,200000
1655,826,Red,M,10,200000
1656,797,Red,M,10,200000
1657,1951,Red,M,10,200000
1658,954,Red,M,10,200000
1659,1340,Red,M,10,200000
1660,1684,Red,M,10,200000
1661,1791,Red,M,10,200000
1662,279,Red,M,10,200000
1663,1967,Red,M,10,200000
1664,60,Red,M,10,200000
1665,1599,Red,M,10,200000
1666,1242,Red,M,10,200000
1667,805,Red,M,10,200000
1668,876,Red,M,10,200000
1669,393,Red,M,10,200000
1670,841,Red,M,10,200000
1671,927,Red,M,10,200000
1672,1049,Red,M,10,200000
1673,996,Red,M,10,200000
1674,350,Red,M,10,200000
1675,720,Red,M,10,200000
1676,273,Red,M,10,200000
1677,1657,Red,M,10,200000
1678,759,Red,M,10,200000
1679,1024,Red,M,10,200000
1680,177,Red,M,10,200000
1681,1840,Red,M,10,200000
1682,554,Red,M,10,200000
1683,1724,Red,M,10,200000
1684,1604,Red,M,10,200000
1685,1923,Red,M,10,200000
1686,498,Red,M,10,200000
1687,27,Red,M,10,200000
1688,1864,Red,M,10,200000
1689,1444,Red,M,10,200000
1690,362,Red,M,10,200000
1691,1708,Red,M,10,200000
1692,638,Red,M,10,200000
1693,138,Red,M,10,200000
1694,133,Red,M,10,200000
1695,571,Red,M,10,200000
1696,174,Red,M,10,200000
1697,935,Red,M,10,200000
1698,1720,Red,M,10,200000
1699,1858,Red,M,10,200000
1700,517,Red,M,10,200000
1701,1813,Red,M,10,200000
1702,709,Red,M,10,200000
1703,588,Red,M,10,200000
1704,1740,Red,M,10,200000
1705,1950,Red,M,10,200000
1706,133,Red,M,10,200000
1707,1477,Red,M,10,200000
1708,6,Red,M,10,200000
1709,1979,Red,M,10,200000
1710,384,Red,M,10,200000
1711,1581,Red,M,10,200000
1712,1109,Red,M,10,200000
1713,1172,Red,M,10,200000
1714,764,Red,M,10,200000
1715,91,Red,M,10,200000
1716,1194,Red,M,10,200000
1717,183,Red,M,10,200000
1718,1664,Red,M,10,200000
1719,1406,Red,M,10,200000
1720,135,Red,M,10,200000
1721,180,Red,M,10,200000
1722,356,Red,M,10,200000
1723,927,Red,M,10,200000
1724,1731,Red,M,10,200000
1725,852,Red,M,10,200000
1726,743,Red,M,10,200000
1727,562,Red,M,10,200000
1728,761,Red,M,10,200000
1729,1289,Red,M,10,200000
1730,1084,Red,M,10,200000
1731,427,Red,M,10,200000
1732,669,Red,M,10,200000
1733,241,Red,M,10,200000
1734,1634,Red,M,10,200000
1735,686,Red,M,10,200000
1736,1741,Red,M,10,200000
1737,308,Red,M,10,200000
1738,1583,Red,M,10,200000
1739,750,Red,M,10,200000
1740,863,Red,M,10,200000
1741,237,Red,M,10,200000
1742,120,Red,M,10,200000
1743,487,Red,M,10,200000
1744,45,Red,M,10,200000
1745,1190,Red,M,10,200000
1746,1584,Red,M,10,200000
1747,1432,Red,M,10,200000
1748,1897,Red,M,10,200000
1749,1899,Red,M,10,200000
1750,1370,Red,M,10,200000
1751,1799,Red,M,10,200000
1752,478,Red,M,10,200000
1753,1089,Red,M,10,200000
1754,556,Red,M,10,200000
1755,761,Red,M,10,200000
1756,358,Red,M,10,200000
1757,111,Red,M,10,200000
1758,738,Red,M,10,200000
1759,921,Red,M,10,200000
1760,1442,Red,M,10,200000
1761,250,Red,M,10,200000
1762,156,Red,M,10,200000
1763,357,Red,M,10,200000
1764,1801,Red,M,10,200000
1765,1663,Red,M,10,200000
1766,1910,Red,M,10,200000
1767,1080,Red,M,10,200000
1768,15,Red,M,10,200000
1769,634,Red,M,10,200000
1770,706,Red,M,10,200000
1771,1169,Red,M,10,200000
1772,753,Red,M,10,200000
1773,867,Red,M,10,200000
1774,963,Red,M,10,200000
1775,755,Red,M,10,200000
1776,1483,Red,M,10,200000
1777,1736,Red,M,10,200000
1778,760,Red,M,10,200000
1779,1142,Red,M,10,200000
1780,1350,Red,M,10,200000
1781,1301,Red,M,10,200000
1782,1892,Red,M,10,200000
1783,1692,Red,M,10,200000
1784,817,Red,M,10,200000
1785,1808,Red,M,10,200000
1786,1334,Red,M,10,200000
1787,1405,Red,M,10,200000
1788,443,Red,M,10,200000
1789,1249,Red,M,10,200000
1790,1994,Red,M,10,200000
1791,931,Red,M,10,200000
1792,267,Red,M,10,200000
1793,1502,Red,M,10,200000
1794,475,Red,M,10,200000
1795,1938,Red,M,10,200000
1796,124,Red,M,10,200000
1797,1909,Red,M,10,200000
1798,771,Red,M,10,200000
1799,1599,Red,M,10,200000
1800,1768,Red,M,10,200000
1801,195,Red,M,10,200000
1802,32,Red,M,10,200000
1803,961,Red,M,10,200000
1804,175,Red,M,10,200000
1805,242,Red,M,10,200000
1806,437,Red,M,10,200000
1807,965,Red,M,10,200000
1808,1172,Red,M,10,200000
1809,430,Red,M,10,200000
1810,474,Red,M,10,200000
1811,1019,Red,M,10,200000
1812,1732,Red,M,10,200000
1813,1816,Red,M,10,200000
1814,449,Red,M,10,200000
1815,1006,Red,M,10,200000
1816,1620,Red,M,10,200000
1817,1892,Red,M,10,200000
1818,327,Red,M,10,200000
1819,993,Red,M,10,200000
1820,1767,Red,M,10,200000
1821,125,Red,M,10,200000
1822,578,Red,M,10,200000
1823,821,Red,M,10,200000
1824,265,Red,M,10,200000
1825,201,Red,M,10,200000
1826,1037,Red,M,10,200000
1827,119,Red,M,10,200000
1828,842,Red,M,10,200000
1829,1575,Red,M,10,200000
1830,1549,Red,M,10,200000
1831,758,Red,M,10,200000
1832,1290,Red,M,10,200000
1833,212,Red,M,10,200000
1834,927,Red,M,10,200000
1835,1346,Red,M,10,200000
1836,1661,Red,M,10,200000
1837,1149,Red,M,10,200000
1838,417,Red,M,10,200000
1839,144,Red,M,10,200000
1840,1820,Red,M,10,200000
1841,990,Red,M,10,200000
1842,1273,Red,M,10,200000
1843,1978,Red,M,10,200000
1844,600,Red,M,10,200000
1845,1257,Red,M,10,200000
1846,182,Red,M,10,200000
1847,1267,Red,M,10,200000
1848,1979,Red,M,10,200000
1849,1075,Red,M,10,200000
1850,753,Red,M,10,200000
1851,344,Red,M,10,200000
1852,1629,Red,M,10,200000
1853,280,Red,M,10,200000
1854,623,Red,M,10,200000
1855,1618,Red,M,10,200000
1856,1247,Red,M,10,200000
1857,990,Red,M,10,200000
1858,118,Red,M,10,200000
1859,601,Red,M,10,200000
1860,312,Red,M,10,200000
1861,1255,Red,M,10,200000
1862,1977,Red,M,10,200000
1863,1154,Red,M,10,200000
1864,186,Red,M,10,200000
1865,353,Red,M,10,200000
1866,386,Red,M,10,200000
1867,344,Red,M,10,200000
