id,oid,vid,qty
9552,12961,1428,1
9553,7672,1209,1
9554,11248,2568,1
9555,7820,1322,1
9556,10807,1604,1
9557,3671,653,1
9558,8389,4762,1
9559,7882,3633,1
9560,13946,4346,1
9561,1252,428,1
9562,3179,1989,1
9563,2332,790,1
9564,14524,1196,1
9565,8537,2113,1
9566,7834,1203,1
9567,11526,452,1
9568,1955,3550,1
9569,7881,1082,1
9570,4836,2214,1
9571,2330,1076,1
9572,12922,2407,1
9573,5025,1264,1
9574,1301,641,1
9575,12056,4923,1
9576,13198,4754,1
9577,10392,3826,1
9578,1410,1068,1
9579,10287,1593,1
9580,5054,888,1
9581,1486,4087,1
9582,1162,2406,1
9583,10057,958,1
9584,13898,2664,1
9585,5632,2,1
9586,1991,3042,1
9587,6443,734,1
9588,10973,1880,1
9589,12378,3789,1
9590,6733,1869,1
9591,11457,3347,1
9592,1211,2650,1
9593,491,4881,1
9594,6234,91,1
9595,6078,2271,1
9596,3619,2722,1
9597,7812,945,1
9598,11404,359,1
9599,10114,1633,1
9600,3133,3301,1
9601,688,701,1
9602,8229,945,1
9603,12049,4460,1
9604,8132,777,1
9605,11069,1226,1
9606,426,4375,1
9607,11602,2925,1
9608,2692,217,1
9609,4698,3052,1
9610,4367,799,1
9611,13341,1363,1
9612,5324,4712,1
9613,1454,4669,1
9614,5356,2920,1
9615,12388,791,1
9616,101,3978,1
9617,10351,4141,1
9618,6907,3846,1
9619,6834,4747,1
9620,7474,2280,1
9621,4184,2290,1
9622,3566,1261,1
9623,11486,2285,1
9624,3654,930,1
9625,5208,3991,1
9626,14685,59,1
9627,6880,1562,1
9628,9712,1124,1
9629,1386,2158,1
9630,13470,3152,1
9631,4803,2205,1
9632,4041,603,1
9633,8055,599,1
9634,8163,2534,1
9635,6305,407,1
9636,13099,2695,1
9637,3389,2441,1
9638,3407,4042,1
9639,954,638,1
9640,9988,1473,1
9641,1155,4926,1
9642,10568,4435,1
9643,7820,3152,1
9644,9201,4796,1
9645,12298,81,1
9646,3830,1864,1
9647,987,4694,1
9648,7363,4989,1
9649,7485,560,1
9650,12010,1116,1
9651,14130,2204,1
9652,9476,3195,1
9653,3169,2947,1
9654,11464,267,1
9655,6952,1917,1
9656,7706,2241,1
9657,469,1589,1
9658,6357,1108,1
9659,1468,2633,1
9660,7899,2738,1
9661,4187,3672,1
9662,2864,3934,1
9663,14233,2552,1
9664,14631,698,1
9665,14277,1027,1
9666,780,2981,1
9667,7322,4173,1
9668,4761,633,1
9669,3920,4405,1
9670,436,3507,1
9671,2670,525,1
9672,7869,4872,1
9673,9995,120,1
9674,5966,3449,1
9675,6093,496,1
9676,8131,2275,1
9677,2120,776,1
9678,14208,3845,1
9679,4560,2548,1
9680,2826,759,1
9681,12418,2876,1
9682,7198,1507,1
9683,3780,823,1
9684,3285,3035,1
9685,13845,2761,1
9686,6417,2959,1
9687,13263,1475,1
9688,14529,248,1
9689,2689,1052,1
9690,208,374,1
9691,4281,1353,1
9692,8804,4531,1
9693,6663,2670,1
9694,11731,2570,1
9695,3564,4481,1
9696,4311,3247,1
9697,4057,103,1
9698,10458,3861,1
9699,8740,1781,1
9700,9725,1606,1
9701,9718,4797,1
9702,762,3658,1
9703,816,915,1
9704,3585,2055,1
9705,1843,4899,1
9706,2215,1576,1
9707,9526,4570,1
9708,5019,742,1
9709,9482,1885,1
9710,1931,1920,1
9711,12242,721,1
9712,2979,2384,1
9713,358,1464,1
9714,11861,2772,1
9715,1415,1380,1
9716,13788,390,1
9717,2789,700,1
9718,6842,4416,1
9719,6427,1857,1
9720,3970,399,1
9721,10916,1851,1
9722,88,3419,1
9723,12839,77,1
9724,1812,2272,1
9725,13262,4113,1
9726,4149,1180,1
9727,909,529,1
9728,4450,4261,1
9729,1709,3475,1
9730,10468,590,1
9731,10000,2704,1
9732,11175,4862,1
9733,8159,3394,1
9734,391,22,1
9735,13294,2592,1
9736,12727,3277,1
9737,4985,4823,1
9738,12773,1658,1
9739,1609,2806,1
9740,10618,2100,1
9741,3151,1702,1
9742,2037,3377,1
9743,12785,3780,1
9744,4855,377,1
9745,12626,4989,1
9746,3177,2007,1
9747,8227,1317,1
9748,10873,1300,1
9749,3351,2131,1
9750,13092,2511,1
9751,8677,3549,1
9752,11197,1349,1
9753,7798,3779,1
9754,11284,2937,1
9755,8487,2714,1
9756,9209,16,1
9757,4400,4752,1
9758,14192,3963,1
9759,10210,3767,1
9760,975,402,1
9761,1008,3537,1
9762,5369,4306,1
9763,3524,3582,1
9764,2503,2779,1
9765,6699,2020,1
9766,4229,352,1
9767,11986,2651,1
9768,912,835,1
9769,7207,843,1
9770,7199,812,1
9771,6445,3957,1
9772,14071,1982,1
9773,5063,1636,1
9774,512,3599,1
9775,1005,102,1
9776,8549,1258,1
9777,12092,1898,1
9778,11785,2515,1
9779,13072,3848,1
9780,12164,1486,1
9781,8173,1463,1
9782,5990,4940,1
9783,1227,1007,1
9784,14242,1203,1
9785,6336,2492,1
9786,9339,3384,1
9787,2231,3307,1
9788,8949,4156,1
9789,14470,4820,1
9790,3666,2936,1
9791,6797,1228,1
9792,10053,567,1
9793,9866,1846,1
9794,14851,191,1
9795,14578,966,1
9796,13333,4426,1
9797,10842,3114,1
9798,11954,2175,1
9799,555,1157,1
9800,8538,569,1
9801,292,3481,1
9802,9893,865,1
9803,9513,4887,1
9804,14777,3780,1
9805,2306,3822,1
9806,9115,3267,1
9807,14326,1223,1
9808,13893,3171,1
9809,70,1889,1
9810,1901,3473,1
9811,78,285,1
9812,12206,436,1
9813,8958,2048,1
9814,3167,4590,1
9815,2135,648,1
9816,9754,3056,1
9817,2672,2853,1
9818,6544,1513,1
9819,2312,630,1
9820,13319,675,1
9821,9278,3461,1
9822,7405,1467,1
9823,2901,4184,1
9824,12518,3779,1
9825,2955,173,1
9826,11593,1997,1
9827,7977,3089,1
9828,7682,590,1
9829,12076,29,1
9830,13872,2204,1
9831,4113,1821,1
9832,10238,4814,1
9833,5032,2094,1
9834,12575,1695,1
9835,11231,3812,1
9836,4226,2774,1
9837,7440,597,1
9838,4086,2693,1
9839,2813,1694,1
9840,9798,2411,1
9841,9391,3815,1
9842,173,4968,1
9843,11757,2325,1
9844,669,869,1
9845,3514,645,1
9846,7129,1638,1
9847,2359,2864,1
9848,6419,229,1
9849,11024,2247,1
9850,11216,116,1
9851,923,3716,1
9852,10415,2375,1
9853,3586,354,1
9854,5128,4539,1
9855,14626,155,1
9856,2721,3943,1
9857,5372,2444,1
9858,4636,4494,1
9859,14768,2262,1
9860,9508,917,1
9861,11722,1068,1
9862,1318,303,1
9863,4797,4540,1
9864,109,3971,1
9865,12147,4532,1
9866,3493,3078,1
9867,2239,1211,1
9868,11977,1451,1
9869,14065,2993,1
9870,1857,3548,1
9871,1592,4723,1
9872,12755,2347,1
9873,5823,2631,1
9874,321,1785,1
9875,5198,248,1
9876,12419,2354,1
9877,4113,4151,1
9878,9355,2499,1
9879,1261,4134,1
9880,7543,114,1
9881,6406,746,1
9882,5612,1201,1
9883,9543,3157,1
9884,13693,1598,1
9885,4017,3916,1
9886,3555,3169,1
9887,6588,2308,1
9888,1134,914,1
9889,14915,3964,1
9890,1770,751,1
9891,14417,3879,1
9892,4589,352,1
9893,14338,2144,1
9894,12444,183,1
9895,7309,602,1
9896,3798,743,1
9897,3581,931,1
9898,14024,4328,1
9899,5135,2597,1
9900,5263,459,1
9901,6670,273,1
9902,7284,24,1
9903,9,1560,1
9904,3401,2586,1
9905,4862,2231,1
9906,7466,2028,1
9907,3759,4734,1
9908,13895,835,1
9909,3243,4941,1
9910,14245,2399,1
9911,12192,4515,1
9912,9941,3398,1
9913,12868,3005,1
9914,10556,4799,1
9915,14243,4800,1
9916,14729,3744,1
9917,9771,2043,1
9918,5502,2437,1
9919,7467,1939,1
9920,12326,4374,1
9921,2986,2484,1
9922,10676,2235,1
9923,2364,4281,1
9924,2356,4462,1
9925,12046,3457,1
9926,11339,3437,1
9927,5379,4342,1
9928,152,3531,1
9929,10783,1539,1
9930,5110,1194,1
9931,3888,2601,1
9932,10850,2640,1
9933,13965,662,1
9934,9423,91,1
9935,14519,307,1
9936,2793,1073,1
9937,4028,2864,1
9938,14590,4080,1
9939,4274,1478,1
9940,12296,831,1
9941,10552,4424,1
9942,10048,1143,1
9943,3056,4279,1
9944,4693,2978,1
9945,10209,257,1
9946,705,4910,1
9947,1497,709,1
9948,132,3710,1
9949,10064,2950,1
9950,3410,430,1
9951,2416,1458,1
9952,6143,4424,1
9953,6800,3301,1
9954,10843,744,1
9955,4031,4295,1
9956,945,3104,1
9957,11109,1678,1
9958,1041,4761,1
9959,3717,4769,1
9960,1077,3031,1
9961,5935,2339,1
9962,689,1391,1
9963,7803,3624,1
9964,9171,4320,1
9965,8264,3111,1
9966,13754,2123,1
9967,6018,1724,1
9968,5804,3320,1
9969,14593,1745,1
9970,2751,1646,1
9971,974,240,1
9972,5144,1383,1
9973,425,3856,1
9974,13274,1574,1
9975,7781,1873,1
9976,2863,414,1
9977,14981,4973,1
9978,11002,952,1
9979,13544,1854,1
9980,6124,4872,1
9981,13960,2334,1
9982,9317,2157,1
9983,10841,574,1
9984,9811,4995,1
9985,7644,2151,1
9986,9230,2495,1
9987,8803,271,1
9988,14100,4870,1
9989,2135,2640,1
9990,8543,2274,1
9991,9005,2563,1
9992,14468,970,1
9993,10711,1996,1
9994,3248,1965,1
9995,10046,3634,1
9996,1659,3059,1
9997,638,4981,1
9998,11670,2984,1
9999,13618,1220,1
10000,2320,1734,1
10001,12590,1347,1
10002,6660,238,1
10003,11275,3582,1
10004,2639,4538,1
10005,10340,3364,1
10006,5917,402,1
10007,7760,90,1
10008,7131,1665,1
10009,14033,90,1
10010,3231,4171,1
10011,9545,4537,1
10012,3099,4517,1
10013,14636,1978,1
10014,217,1257,1
10015,14288,4226,1
10016,6880,3149,1
10017,2624,4425,1
10018,4957,1479,1
10019,10321,385,1
10020,7101,4871,1
10021,7132,4807,1
10022,2462,3345,1
10023,10026,4467,1
10024,11837,4477,1
10025,14326,4709,1
10026,12186,2053,1
10027,7499,694,1
10028,13049,770,1
10029,9822,4560,1
10030,873,4187,1
10031,8799,4587,1
10032,10711,324,1
10033,12361,4541,1
10034,4421,391,1
10035,7065,4085,1
10036,8099,4065,1
10037,1091,2701,1
10038,9519,2947,1
10039,14735,3553,1
10040,281,2667,1
10041,1387,1440,1
10042,12535,511,1
10043,14658,854,1
10044,7560,2894,1
10045,9146,3203,1
10046,8908,739,1
10047,9691,1940,1
10048,12912,2831,1
10049,12444,300,1
10050,13552,4017,1
10051,12279,1974,1
10052,14548,68,1
10053,10180,3786,1
10054,13381,3901,1
10055,1828,2650,1
10056,10369,2584,1
10057,8172,3983,1
10058,5385,4374,1
10059,5697,4349,1
10060,1484,45,1
10061,6498,3808,1
10062,7101,1796,1
10063,6953,1409,1
10064,14496,3961,1
10065,1156,4305,1
10066,3586,2738,1
10067,7720,1680,1
10068,11741,2652,1
10069,3853,3978,1
10070,14626,1747,1
10071,420,1304,1
10072,5417,4598,1
10073,7260,1502,1
10074,2149,2910,1
10075,1668,2358,1
10076,12555,1411,1
10077,11404,945,1
10078,4416,571,1
10079,6788,821,1
10080,11658,592,1
10081,12678,2127,1
10082,9407,2053,1
10083,3791,3838,1
10084,6762,1989,1
10085,14016,3570,1
10086,11996,3783,1
10087,1331,791,1
10088,13182,2826,1
10089,6233,954,1
10090,5205,4401,1
10091,13616,2918,1
10092,7110,4099,1
10093,3074,4587,1
10094,937,2115,1
10095,3769,2621,1
10096,7099,446,1
10097,3150,148,1
10098,419,878,1
10099,3624,1869,1
10100,8350,2722,1
10101,2634,1004,1
10102,8437,1759,1
10103,14317,164,1
10104,9516,1272,1
10105,11765,1365,1
10106,4438,2741,1
10107,4056,985,1
10108,1852,4323,1
10109,4176,3619,1
10110,13724,1592,1
10111,3194,2148,1
10112,2694,753,1
10113,13383,980,1
10114,4554,1826,1
10115,11064,4865,1
10116,333,361,1
10117,6174,982,1
10118,7227,4767,1
10119,6015,3915,1
10120,5102,924,1
10121,2765,1333,1
10122,14172,2198,1
10123,11384,4003,1
10124,9942,3165,1
10125,3436,3108,1
10126,8117,4359,1
10127,8597,4799,1
10128,2640,2947,1
10129,2214,2889,1
10130,9128,2740,1
10131,1546,693,1
10132,2876,588,1
10133,3170,1547,1
10134,10672,2562,1
10135,5700,3208,1
10136,872,4346,1
10137,749,357,1
10138,163,1775,1
10139,9981,3599,1
10140,12731,3351,1
10141,8888,3490,1
10142,776,3579,1
10143,14989,4834,1
10144,10652,2417,1
10145,9080,3568,1
10146,11593,2641,1
10147,13642,3158,1
10148,13111,4416,1
10149,5512,3335,1
10150,8890,3148,1
10151,6353,486,1
10152,13799,2853,1
10153,1016,1913,1
10154,5103,3004,1
10155,8242,4009,1
10156,11229,4371,1
10157,12265,2569,1
10158,8169,3168,1
10159,9959,4545,1
10160,13455,3352,1
10161,7358,2902,1
10162,7545,1628,1
10163,13092,2079,1
10164,5881,1794,1
10165,10845,1327,1
10166,8051,4970,1
10167,6368,3186,1
10168,831,371,1
10169,13083,2661,1
10170,9588,1258,1
10171,12179,2983,1
10172,2800,1190,1
10173,6739,246,1
10174,13276,1923,1
10175,12269,1959,1
10176,7916,2810,1
10177,13703,1022,1
10178,9701,4657,1
10179,7909,1078,1
10180,223,3756,1
10181,2061,4701,1
10182,11281,943,1
10183,3615,1231,1
10184,6035,4054,1
10185,12194,2982,1
10186,11727,4140,1
10187,4780,3187,1
10188,13961,4956,1
10189,7554,4427,1
10190,5726,2568,1
10191,13845,537,1
10192,1768,1124,1
10193,10430,3476,1
10194,13999,349,1
10195,6912,572,1
10196,1364,3851,1
10197,12763,679,1
10198,12391,3168,1
10199,9449,930,1
10200,12648,4580,1
10201,11569,942,1
10202,13026,4343,1
10203,11882,3265,1
10204,4203,1065,1
10205,13441,4950,1
10206,13513,3338,1
10207,8315,1586,1
10208,4327,4353,1
10209,5654,3572,1
10210,5324,3947,1
10211,14745,1600,1
10212,7236,123,1
10213,372,799,1
10214,5784,296,1
10215,12243,359,1
10216,11977,1975,1
10217,8308,707,1
10218,6570,933,1
10219,13671,2511,1
10220,651,2217,1
10221,2149,4218,1
10222,14914,3541,1
10223,12937,4207,1
10224,14444,2127,1
10225,12028,4538,1
10226,13057,4496,1
10227,1269,2676,1
10228,11733,3000,1
10229,1549,2259,1
10230,9202,2339,1
10231,3575,1554,1
10232,10859,3820,1
10233,14750,3432,1
10234,11068,3349,1
10235,14186,2199,1
10236,14965,1248,1
10237,10402,1795,1
10238,8741,1653,1
10239,7501,2828,1
10240,11163,3889,1
10241,10924,210,1
10242,1368,2111,1
10243,4319,4237,1
10244,4360,3333,1
10245,663,742,1
10246,4520,2854,1
10247,10419,2558,1
10248,13673,4399,1
10249,1605,1377,1
10250,14354,3689,1
10251,5492,413,1
10252,668,714,1
10253,10804,1941,1
10254,1678,3871,1
10255,2138,3213,1
10256,3369,1066,1
10257,8329,2833,1
10258,7870,2988,1
10259,2123,4238,1
10260,7052,4176,1
10261,1537,4125,1
10262,14910,3436,1
10263,2563,3319,1
10264,5208,3108,1
10265,995,322,1
10266,6546,3605,1
10267,5683,1239,1
10268,6373,2251,1
10269,13991,1172,1
10270,9778,887,1
10271,757,4301,1
10272,14562,2928,1
10273,4025,1146,1
10274,7416,44,1
10275,1509,1460,1
10276,13315,284,1
10277,7222,98,1
10278,2479,1946,1
10279,1561,3331,1
10280,4435,1927,1
10281,8700,2903,1
10282,9814,437,1
10283,9922,2031,1
10284,4835,3630,1
10285,4078,4173,1
10286,12699,3488,1
10287,4617,3928,1
10288,6089,1725,1
10289,9230,1120,1
10290,14912,4939,1
10291,4826,379,1
10292,3185,1892,1
10293,8049,482,1
10294,13089,1283,1
10295,3171,2836,1
10296,5487,3092,1
10297,4838,4436,1
10298,13755,4294,1
10299,10173,3705,1
10300,8442,1409,1
10301,7598,1898,1
10302,14558,4086,1
10303,8946,788,1
10304,9027,3695,1
10305,13885,4689,1
10306,1684,1139,1
10307,12117,4151,1
10308,14579,2166,1
10309,10431,3106,1
10310,4351,1891,1
10311,8476,4175,1
10312,13192,1775,1
10313,3323,2238,1
10314,1974,2492,1
10315,689,4106,1
10316,1351,4102,1
10317,4379,4513,1
10318,888,1533,1
10319,9164,4451,1
10320,1123,1640,1
10321,6994,1529,1
10322,10974,666,1
10323,14434,2403,1
10324,10036,4732,1
10325,12164,4429,1
10326,9045,4815,1
10327,9849,2231,1
10328,401,3428,1
10329,5184,1744,1
10330,14130,1826,1
10331,1361,3446,1
10332,2238,3658,1
10333,1377,1517,1
10334,12611,1458,1
10335,2443,690,1
10336,10374,1613,1
10337,10656,2482,1
10338,10236,4580,1
10339,8629,3900,1
10340,2977,3131,1
10341,651,2567,1
10342,775,2946,1
10343,3028,2849,1
10344,8398,4374,1
10345,785,4110,1
10346,12978,908,1
10347,6297,2825,1
10348,3162,161,1
10349,8987,1170,1
10350,11133,3537,1
10351,12116,268,1
10352,13255,1458,1
10353,8516,4281,1
10354,1489,388,1
10355,1523,1845,1
10356,13942,1703,1
10357,14114,3228,1
10358,9633,2009,1
10359,6611,1577,1
10360,2876,2067,1
10361,9826,204,1
10362,4988,3038,1
10363,13093,3062,1
10364,2696,239,1
10365,8423,1700,1
10366,12736,637,1
10367,14050,3566,1
10368,8771,59,1
10369,14786,4963,1
10370,8592,4958,1
10371,7847,3931,1
10372,1342,2036,1
10373,11123,640,1
10374,12807,1087,1
10375,9010,2266,1
10376,5159,3997,1
10377,3494,262,1
10378,10946,4677,1
10379,10850,2426,1
10380,14347,1536,1
10381,14807,1399,1
10382,8970,1250,1
10383,7482,1788,1
10384,6085,1436,1
10385,7150,1931,1
10386,9351,4351,1
10387,9326,562,1
10388,12197,4910,1
10389,2179,2336,1
10390,8309,4648,1
10391,9835,1001,1
10392,8994,4513,1
10393,2227,752,1
10394,1090,2565,1
10395,12531,1153,1
10396,3176,1296,1
10397,391,4968,1
10398,14301,3797,1
10399,10391,4945,1
10400,13098,1432,1
10401,244,717,1
10402,10472,2802,1
10403,10770,1877,1
10404,11441,1041,1
10405,4613,2446,1
10406,7831,593,1
10407,13092,290,1
10408,12721,291,1
10409,9547,1903,1
10410,11983,905,1
10411,12548,4326,1
10412,2427,67,1
10413,8085,3746,1
10414,11799,3809,1
10415,2036,74,1
10416,13605,3437,1
10417,847,4093,1
10418,11417,2811,1
10419,14073,1601,1
10420,6739,4081,1
10421,1015,1688,1
10422,9073,77,1
10423,5736,472,1
10424,937,880,1
10425,8402,3382,1
10426,1156,3805,1
10427,7210,1958,1
10428,11871,1813,1
10429,13211,25,1
10430,12154,2042,1
10431,9760,691,1
10432,2571,1030,1
10433,2172,1063,1
10434,10693,1015,1
10435,12454,4282,1
10436,7705,3769,1
10437,851,1801,1
10438,2607,2137,1
10439,4524,3152,1
10440,5718,322,1
10441,1822,1584,1
10442,3503,1173,1
10443,9040,4852,1
10444,9816,3737,1
10445,7878,1065,1
10446,12492,877,1
10447,14980,2959,1
10448,6463,3030,1
10449,14455,4320,1
10450,7800,3938,1
10451,5310,1523,1
10452,10623,119,1
10453,6966,1957,1
10454,7805,1440,1
10455,1746,4142,1
10456,3691,4669,1
10457,8233,891,1
10458,7595,407,1
10459,10850,4837,1
10460,67,2925,1
10461,5466,4894,1
10462,7984,2589,1
10463,13182,2155,1
10464,11166,2642,1
10465,8292,4338,1
10466,2622,878,1
10467,1020,793,1
10468,11336,733,1
10469,9052,1640,1
10470,3712,1655,1
10471,7496,2077,1
10472,8077,1927,1
10473,9345,3419,1
10474,8476,716,1
10475,14092,3485,1
10476,659,803,1
10477,1243,2292,1
10478,2970,95,1
10479,14857,2603,1
10480,3604,1831,1
10481,9687,3011,1
10482,10594,3850,1
10483,4004,4984,1
10484,10289,4697,1
10485,3217,4015,1
10486,4922,720,1
10487,1225,1954,1
10488,3463,715,1
10489,4983,4498,1
10490,254,4474,1
10491,2371,736,1
10492,8085,497,1
10493,9989,432,1
10494,7461,3086,1
10495,842,1554,1
10496,9180,1959,1
10497,5675,4198,1
10498,11954,4367,1
10499,13386,4139,1
10500,3557,1077,1
10501,6768,3468,1
10502,4704,2962,1
10503,14426,4873,1
10504,13254,3941,1
10505,906,3133,1
10506,10165,1732,1
10507,9770,121,1
10508,11813,2817,1
10509,2043,3236,1
10510,10039,694,1
10511,10091,3429,1
10512,634,3719,1
10513,589,4351,1
10514,3241,4867,1
10515,12795,639,1
10516,6977,3334,1
10517,2742,1069,1
10518,11238,2286,1
10519,2606,2165,1
10520,11613,376,1
10521,2621,4409,1
10522,268,3519,1
10523,14341,2133,1
10524,4422,2848,1
10525,4066,2046,1
10526,2483,3324,1
10527,5370,2999,1
10528,14476,2635,1
10529,10321,4242,1
10530,14643,2922,1
10531,13401,4256,1
10532,1136,768,1
10533,5999,1773,1
10534,13393,339,1
10535,2441,3027,1
10536,7265,3130,1
10537,955,2817,1
10538,13193,2494,1
10539,13576,543,1
10540,5149,3818,1
10541,11742,1521,1
10542,2149,2772,1
10543,10970,158,1
10544,6123,3599,1
10545,5339,3747,1
10546,5132,1966,1
10547,11875,257,1
10548,14999,4927,1
10549,3119,1840,1
10550,1507,3570,1
10551,9575,4774,1
10552,3550,2653,1
10553,1217,2665,1
10554,4287,1845,1
10555,13816,2684,1
10556,8101,1155,1
10557,6506,3273,1
10558,8377,3272,1
10559,13344,3755,1
10560,11813,167,1
10561,8054,3271,1
10562,1552,645,1
10563,14810,87,1
10564,2282,4815,1
10565,3457,1242,1
10566,4881,2433,1
10567,4837,3772,1
10568,10335,4478,1
10569,5987,3741,1
10570,3226,193,1
10571,10160,104,1
10572,13067,183,1
10573,8148,1906,1
10574,12050,1782,1
10575,1063,2973,1
10576,14086,1662,1
10577,6239,3353,1
10578,8203,4203,1
10579,7004,3742,1
10580,5388,4892,1
10581,6707,4928,1
10582,13456,435,1
10583,13806,4518,1
10584,3128,673,1
10585,5148,3777,1
10586,12846,2030,1
10587,13557,350,1
10588,12754,4409,1
10589,2374,3377,1
10590,14726,4722,1
10591,3099,3982,1
10592,13625,3434,1
10593,10386,4844,1
10594,13209,1251,1
10595,5796,129,1
10596,3577,2690,1
10597,8911,3948,1
10598,14306,2613,1
10599,8446,2115,1
10600,10806,1306,1
10601,11314,3337,1
10602,7152,2814,1
10603,12985,3723,1
10604,11270,4751,1
10605,7493,760,1
10606,10376,175,1
10607,13728,3323,1
10608,10627,1397,1
10609,5635,918,1
10610,254,3937,1
10611,10734,3717,1
10612,10046,164,1
10613,12689,4220,1
10614,37,4274,1
10615,12905,1533,1
10616,1077,165,1
10617,2615,2098,1
10618,12770,1367,1
10619,13746,1563,1
10620,3093,3940,1
10621,6877,4101,1
10622,348,2089,1
10623,5755,4280,1
10624,3871,2565,1
10625,3182,1123,1
10626,14934,4026,1
10627,12831,109,1
10628,4999,1016,1
10629,919,4202,1
10630,9411,1047,1
10631,11508,673,1
10632,7672,2782,1
10633,1576,3495,1
10634,529,1509,1
10635,1508,2746,1
10636,7457,1331,1
10637,3777,4147,1
10638,1478,3581,1
10639,10359,2264,1
10640,6082,140,1
10641,8142,2141,1
10642,9182,3194,1
10643,12785,3727,1
10644,13167,3632,1
10645,2324,1972,1
10646,6106,2311,1
10647,13618,4819,1
10648,12571,4121,1
10649,7017,1988,1
10650,8721,3291,1
10651,5033,771,1
10652,13110,3842,1
10653,14631,2742,1
10654,7290,2646,1
10655,2560,904,1
10656,12935,1487,1
10657,3936,4785,1
10658,3416,2067,1
10659,4747,356,1
10660,1786,818,1
10661,3355,806,1
10662,12404,1878,1
10663,5568,3526,1
10664,3603,3162,1
10665,12445,2061,1
10666,5006,645,1
10667,5615,410,1
10668,4969,523,1
10669,7545,3178,1
10670,5180,3865,1
10671,5066,3491,1
10672,1595,2962,1
10673,7032,4452,1
10674,3657,4707,1
10675,9446,1403,1
10676,13557,4200,1
10677,6857,2802,1
10678,4791,2465,1
10679,5120,2023,1
10680,9780,1204,1
10681,3297,3358,1
10682,11076,4696,1
10683,9777,4541,1
10684,12485,4083,1
10685,11316,2075,1
10686,4393,2385,1
10687,10978,3782,1
10688,11010,3969,1
10689,13082,105,1
10690,11365,1958,1
10691,9352,3006,1
10692,12228,2439,1
10693,7961,3725,1
10694,8006,1187,1
10695,10576,4225,1
10696,14305,1125,1
10697,2554,2555,1
10698,7592,3359,1
10699,443,4590,1
10700,13847,638,1
10701,10291,4870,1
10702,8091,378,1
10703,12987,4453,1
10704,9439,1936,1
10705,6529,3076,1
10706,10944,1998,1
10707,13476,1730,1
10708,6938,4395,1
10709,3657,2236,1
10710,13292,1833,1
10711,11467,2433,1
10712,8023,3183,1
10713,13849,2313,1
10714,10652,663,1
10715,6914,2521,1
10716,4850,56,1
10717,5172,2958,1
10718,7703,2129,1
10719,4265,4908,1
10720,11574,2459,1
10721,4035,1689,1
10722,13623,178,1
10723,3382,2547,1
10724,4060,1504,1
10725,9051,4930,1
10726,14295,3286,1
10727,10910,1475,1
10728,8777,3543,1
10729,4317,1962,1
10730,1245,2075,1
10731,9529,2380,1
10732,2123,4941,1
10733,11417,4726,1
10734,8529,649,1
10735,3961,4854,1
10736,12356,4014,1
10737,2186,3404,1
10738,8052,763,1
10739,738,2444,1
10740,2389,1722,1
10741,6900,2530,1
10742,13778,1078,1
10743,1179,2642,1
10744,14732,3810,1
10745,13977,1220,1
10746,2048,775,1
10747,4620,1073,1
10748,5078,4801,1
10749,5479,4724,1
10750,9509,631,1
10751,7086,1824,1
10752,11733,4189,1
10753,12674,3729,1
10754,8228,1367,1
10755,4589,4441,1
10756,9074,4717,1
10757,4240,2835,1
10758,5416,502,1
10759,4592,4372,1
10760,10083,4346,1
10761,800,506,1
10762,5975,2232,1
10763,9151,3716,1
10764,6398,3856,1
10765,7162,772,1
10766,1016,3462,1
10767,2252,1349,1
10768,2060,3595,1
10769,1,3469,1
10770,12724,2658,1
10771,13818,2768,1
10772,3766,4572,1
10773,5523,750,1
10774,10063,1089,1
10775,10977,10,1
10776,5139,780,1
10777,13679,2120,1
10778,10607,3369,1
10779,111,1459,1
10780,5720,2141,1
10781,8173,3264,1
10782,13692,3042,1
10783,7855,3250,1
10784,12389,1838,1
10785,6513,571,1
10786,4758,3855,1
10787,1222,2907,1
10788,9990,3461,1
10789,6912,3608,1
10790,13306,3059,1
10791,8840,3147,1
10792,6495,1996,1
10793,13361,322,1
10794,9901,4630,1
10795,6423,88,1
10796,1439,382,1
10797,14381,253,1
10798,726,4608,1
10799,700,4227,1
10800,14453,3048,1
10801,2808,1254,1
10802,14120,4866,1
10803,13179,4287,1
10804,5142,3514,1
10805,9789,1406,1
10806,13981,2433,1
10807,5963,3801,1
10808,7116,4142,1
10809,12644,4029,1
10810,9883,156,1
10811,12779,3543,1
10812,13415,3029,1
10813,11559,3648,1
10814,8875,299,1
10815,10238,4395,1
10816,11352,4166,1
10817,2759,1428,1
10818,9924,4744,1
10819,10935,2711,1
10820,8649,1553,1
10821,13244,1906,1
10822,10332,4871,1
10823,9221,1640,1
10824,6382,4645,1
10825,7642,4763,1
10826,6231,2335,1
10827,3288,1326,1
10828,2454,1016,1
10829,9013,4556,1
10830,12101,2200,1
10831,5377,1759,1
10832,6305,4805,1
10833,2029,2641,1
10834,2928,2060,1
10835,13422,3264,1
10836,14579,788,1
10837,9713,2306,1
10838,11179,3304,1
10839,6003,470,1
10840,11927,3727,1
10841,8448,4522,1
10842,3123,3522,1
10843,2169,3510,1
10844,5269,1857,1
10845,11987,2325,1
10846,5193,362,1
10847,2314,347,1
10848,13981,3911,1
10849,11605,3191,1
10850,2326,3618,1
10851,7098,2422,1
10852,12945,1072,1
10853,1082,889,1
10854,8382,3760,1
10855,9855,2573,1
