id,product_id,color,size,stock,price
1952,1773,Bac,S,6,470000.0
1953,4155,Hong,S,26,210000.0
1954,4137,Hong,L,2,140000.0
1955,4726,Bac,31,26,470000.0
1956,2596,Den,S,29,770000.0
1957,413,Hong,XL,27,40000.0
1958,3946,Den,32,14,0.0
1959,2244,Bac,M,19,510000.0
1960,1446,Do,S,15,720000.0
1961,2374,Den,M,21,850000.0
1962,4639,Trang,29,42,310000.0
1963,1741,Do,30,1,220000.0
1964,763,Xanh,29,44,850000.0
1965,4331,Xanh,30,12,460000.0
1966,1481,Trang,31,9,580000.0
1967,521,Do,256GB,8,240000.0
1968,3473,Bac,30,3,60000.0
1969,1165,Hong,30,47,290000.0
1970,2595,Trang,M,11,640000.0
1971,3820,Vang,L,5,520000.0
1972,1108,Xam,128GB,6,20000.0
1973,538,Xanh,32,43,640000.0
1974,542,Do,M,27,840000.0
1975,3115,Xanh,29,46,960000.0
1976,4812,Trang,32,43,650000.0
1977,3057,Hong,32,20,0.0
1978,2356,Bac,128GB,47,880000.0
1979,1925,Hong,29,3,470000.0
1980,2035,Xanh,XL,44,530000.0
1981,4683,Vang,S,20,50000.0
1982,4550,Vang,L,0,240000.0
1983,2928,Xam,L,10,830000.0
1984,1230,Den,30,29,1000000.0
1985,3983,Xanh,XL,49,770000.0
1986,1727,Do,256GB,9,930000.0
1987,2661,Do,30,48,580000.0
1988,3598,Hong,29,29,80000.0
1989,1555,Xam,256GB,21,830000.0
1990,3473,Hong,29,9,180000.0
1991,4885,Xanh,32,45,310000.0
1992,1721,Bac,L,13,860000.0
1993,271,Trang,31,10,0.0
1994,1263,Vang,32,24,590000.0
1995,2294,Trang,S,44,420000.0
1996,3713,Do,XL,-4,180000.0
1997,277,Do,256GB,5,50000.0
1998,195,Den,M,6,330000.0
1999,1460,Xam,M,27,550000.0
2000,642,Trang,31,30,710000.0
2001,2302,Hong,32,38,730000.0
2002,766,Xam,XL,42,200000.0
2003,1526,Xanh,L,16,910000.0
2004,2181,Bac,128GB,46,210000.0
2005,2055,Den,30,45,120000.0
2006,2197,Do,32,41,200000.0
2007,3823,Xam,L,1,140000.0
2008,2100,Bac,S,18,890000.0
2009,4353,Den,XL,35,460000.0
2010,2350,Den,M,8,540000.0
2011,4125,Xam,32,35,570000.0
2012,4079,Trang,256GB,0,820000.0
2013,919,Vang,256GB,16,370000.0
2014,1567,Xanh,256GB,32,820000.0
2015,370,Bac,32,7,320000.0
2016,1720,Do,128GB,43,30000.0
2017,3149,Trang,256GB,2,220000.0
2018,4490,Do,256GB,27,90000.0
2019,4136,Den,256GB,13,920000.0
2020,2589,Den,M,25,920000.0
2021,4068,Den,29,30,1000000.0
2022,459,Trang,L,29,80000.0
2023,2622,Xanh,32,4,30000.0
2024,935,Do,XL,3,910000.0
2025,2848,Vang,32,45,270000.0
2026,1685,Xam,S,10,710000.0
2027,1680,Xanh,30,33,720000.0
2028,3552,Xanh,128GB,22,550000.0
2029,3403,Trang,XL,39,510000.0
2030,2075,Trang,256GB,18,0.0
2031,4214,Xanh,128GB,20,370000.0
2032,4425,Bac,32,22,280000.0
2033,2276,Trang,M,12,940000.0
2034,3622,Do,32,8,980000.0
2035,116,Xanh,30,43,500000.0
2036,1157,Den,30,14,0.0
2037,3622,Den,256GB,22,780000.0
2038,2902,Den,128GB,-4,490000.0
2039,3046,Xanh,XL,5,0.0
2040,4420,Do,32,13,940000.0
2041,2967,Bac,XL,47,360000.0
2042,3658,Bac,128GB,32,1000000.0
2043,2947,Xam,256GB,22,210000.0
2044,1042,Trang,S,17,850000.0
2045,2775,Xam,32,12,350000.0
2046,386,Do,M,17,890000.0
2047,2215,Den,29,46,820000.0
2048,211,Hong,M,43,740000.0
2049,2300,Xam,L,1,750000.0
2050,578,Hong,256GB,33,220000.0
2051,1512,Bac,XL,44,820000.0
2052,3837,Do,31,8,890000.0
2053,2668,Vang,30,26,430000.0
2054,1505,Xanh,L,20,690000.0
2055,3073,Bac,29,38,180000.0
2056,4927,Trang,30,15,880000.0
2057,2686,Hong,29,-4,630000.0
2058,2427,Bac,128GB,12,490000.0
2059,4889,Hong,31,9,1000000.0
2060,2661,Xam,29,11,190000.0
2061,1836,Hong,XL,32,230000.0
2062,1956,Xam,M,47,800000.0
2063,3511,Den,256GB,13,0.0
2064,967,Vang,128GB,17,650000.0
2065,4181,Vang,31,30,710000.0
2066,4536,Vang,30,40,760000.0
2067,4216,Bac,XL,34,70000.0
2068,910,Vang,32,33,200000.0
2069,2945,Vang,M,31,860000.0
2070,3152,Bac,S,5,0.0
2071,1398,Den,L,19,140000.0
2072,1901,Bac,128GB,9,140000.0
2073,581,Vang,256GB,27,480000.0
2074,2238,Hong,29,1,810000.0
2075,1096,Trang,S,30,960000.0
2076,975,Vang,256GB,38,650000.0
2077,4137,Hong,L,3,590000.0
2078,209,Xanh,S,8,730000.0
2079,2056,Vang,32,44,100000.0
2080,2019,Xanh,32,30,450000.0
2081,3673,Do,31,18,920000.0
2082,4060,Vang,M,49,750000.0
2083,166,Den,M,7,930000.0
2084,2995,Xanh,29,42,120000.0
2085,887,Do,M,39,940000.0
2086,1645,Xam,32,28,230000.0
2087,3158,Do,31,47,850000.0
2088,4811,Xanh,256GB,4,560000.0
2089,1157,Vang,XL,-8,800000.0
2090,1019,Do,256GB,6,970000.0
2091,2642,Xanh,L,6,830000.0
2092,1907,Vang,30,8,70000.0
2093,4325,Hong,32,32,800000.0
2094,2004,Hong,30,-5,250000.0
2095,941,Den,31,13,380000.0
2096,1376,Bac,L,15,790000.0
2097,3261,Hong,30,38,990000.0
2098,97,Xanh,S,-4,180000.0
2099,619,Hong,S,41,500000.0
2100,1906,Den,256GB,26,480000.0
2101,3261,Vang,29,-5,820000.0
2102,804,Xam,30,4,760000.0
2103,3215,Den,32,10,40000.0
2104,4481,Trang,M,21,520000.0
2105,669,Bac,XL,3,350000.0
2106,2152,Bac,M,10,80000.0
2107,745,Trang,256GB,50,0.0
2108,2563,Vang,31,22,660000.0
2109,4948,Do,256GB,22,350000.0
2110,710,Vang,M,16,370000.0
2111,3387,Xanh,29,14,710000.0
2112,1099,Do,S,5,500000.0
2113,1757,Vang,M,5,780000.0
2114,1337,Xam,L,36,790000.0
2115,3912,Xam,30,28,270000.0
2116,228,Vang,XL,39,110000.0
2117,3391,Xanh,L,8,370000.0
2118,1549,Hong,256GB,24,940000.0
2119,1048,Bac,256GB,48,490000.0
2120,1012,Den,256GB,18,120000.0
2121,396,Trang,29,9,790000.0
2122,1541,Hong,30,41,430000.0
2123,4991,Trang,30,19,430000.0
2124,2251,Den,XL,50,800000.0
2125,1648,Xam,29,44,60000.0
2126,2380,Xam,30,4,820000.0
2127,4297,Den,256GB,47,590000.0
2128,2177,Hong,30,-2,100000.0
2129,196,Hong,XL,6,140000.0
2130,2722,Xam,S,11,610000.0
2131,4188,Bac,31,9,730000.0
2132,3837,Xam,32,8,260000.0
2133,2696,Trang,30,45,960000.0
2134,4585,Den,S,14,570000.0
2135,3702,Trang,XL,6,930000.0
2136,3510,Do,32,23,480000.0
2137,3561,Bac,XL,26,800000.0
2138,741,Bac,32,0,860000.0
2139,3172,Hong,S,22,970000.0
2140,430,Bac,30,13,230000.0
2141,1199,Vang,31,8,250000.0
2142,4567,Do,256GB,37,370000.0
2143,1907,Hong,S,42,940000.0
2144,1495,Bac,S,21,40000.0
2145,373,Bac,M,27,10000.0
2146,2187,Trang,S,25,610000.0
2147,874,Vang,31,-6,160000.0
2148,4724,Xam,31,38,1000000.0
2149,2341,Xanh,S,19,810000.0
2150,1736,Vang,L,40,970000.0
2151,2679,Den,32,-9,380000.0
2152,3648,Trang,30,-3,360000.0
2153,1942,Bac,256GB,37,0.0
2154,1283,Do,32,5,140000.0
2155,3522,Xanh,31,47,520000.0
2156,2919,Hong,32,12,600000.0
2157,252,Xam,256GB,21,640000.0
2158,1888,Trang,29,10,680000.0
2159,4064,Vang,XL,-1,790000.0
2160,806,Den,29,24,0.0
2161,4656,Den,256GB,22,960000.0
2162,2614,Xam,29,-6,90000.0
2163,1345,Xanh,L,7,150000.0
2164,3341,Trang,256GB,5,360000.0
2165,3856,Xam,128GB,42,990000.0
2166,303,Den,32,43,300000.0
2167,4664,Bac,32,8,550000.0
2168,2450,Den,L,7,580000.0
2169,2699,Hong,32,37,0.0
2170,613,Xanh,L,44,730000.0
2171,3918,Xanh,32,6,0.0
2172,2032,Den,29,33,760000.0
2173,2190,Xam,XL,41,690000.0
2174,2059,Bac,31,10,1000000.0
2175,4495,Den,31,21,690000.0
2176,1040,Xam,256GB,47,990000.0
2177,4734,Trang,32,42,350000.0
2178,1799,Hong,32,10,670000.0
2179,1643,Xam,30,39,360000.0
2180,1529,Xanh,L,32,880000.0
2181,2672,Vang,S,14,970000.0
2182,959,Xam,XL,5,310000.0
2183,4287,Bac,L,11,860000.0
2184,3864,Xanh,31,18,0.0
2185,4321,Xam,128GB,43,820000.0
2186,2084,Do,128GB,45,860000.0
2187,1534,Do,31,18,770000.0
2188,1248,Bac,30,30,940000.0
2189,4009,Vang,31,47,740000.0
2190,4359,Vang,29,41,810000.0
2191,4759,Hong,L,26,300000.0
2192,42,Trang,S,23,840000.0
2193,2090,Vang,31,15,0.0
2194,4537,Trang,31,-1,800000.0
2195,2296,Trang,30,41,0.0
2196,4936,Hong,29,12,110000.0
2197,4970,Do,32,44,600000.0
2198,968,Trang,L,14,200000.0
2199,2889,Bac,S,17,120000.0
2200,3548,Hong,128GB,39,430000.0
2201,4307,Den,S,32,350000.0
2202,2541,Xam,29,6,880000.0
2203,3710,Do,L,30,10000.0
2204,3375,Do,32,7,770000.0
2205,1847,Den,128GB,10,0.0
2206,3717,Xam,128GB,1,760000.0
2207,2677,Xam,L,19,0.0
2208,2698,Vang,S,29,670000.0
2209,3630,Hong,S,12,430000.0
2210,1270,Xam,S,40,810000.0
2211,1721,Vang,30,10,900000.0
2212,3534,Xam,L,39,380000.0
2213,2603,Vang,256GB,33,450000.0
2214,1155,Den,31,25,660000.0
2215,1657,Trang,32,50,780000.0
2216,2012,Hong,29,22,520000.0
2217,3986,Xam,32,37,680000.0
2218,2756,Xam,M,29,930000.0
2219,629,Bac,256GB,34,230000.0
2220,1891,Xam,32,43,570000.0
2221,435,Vang,31,28,920000.0
2222,3063,Trang,29,26,110000.0
2223,3713,Vang,29,28,1000000.0
2224,1699,Trang,M,9,610000.0
2225,2236,Trang,M,-4,240000.0
2226,1494,Vang,M,6,460000.0
2227,2147,Trang,L,44,250000.0
2228,2129,Xam,128GB,49,620000.0
2229,4588,Do,128GB,47,310000.0
2230,1044,Hong,32,4,180000.0
2231,226,Trang,30,18,370000.0
2232,3299,Xam,XL,46,270000.0
2233,6,Den,29,9,690000.0
2234,1087,Do,L,45,30000.0
2235,3069,Do,256GB,10,90000.0
2236,1928,Vang,30,43,900000.0
2237,205,Bac,XL,5,520000.0
2238,2994,Den,256GB,26,200000.0
2239,3009,Xam,30,-6,520000.0
2240,799,Vang,S,43,400000.0
2241,1697,Bac,29,29,950000.0
2242,4452,Den,29,45,170000.0
2243,3001,Den,XL,10,310000.0
2244,3610,Hong,128GB,5,280000.0
2245,1346,Vang,S,7,910000.0
2246,1729,Xanh,30,32,780000.0
2247,2470,Bac,XL,11,30000.0
2248,1684,Vang,29,24,410000.0
2249,2113,Do,128GB,0,900000.0
2250,2159,Do,M,6,500000.0
2251,3116,Trang,L,29,560000.0
2252,702,Trang,S,13,390000.0
2253,1653,Trang,32,42,460000.0
2254,3884,Xanh,29,35,540000.0
2255,3810,Xanh,L,35,760000.0
2256,3508,Den,29,34,790000.0
2257,4601,Xam,29,25,330000.0
2258,4792,Trang,128GB,32,40000.0
2259,4985,Xam,S,2,90000.0
2260,512,Den,256GB,40,300000.0
2261,4381,Xam,32,-1,660000.0
2262,4810,Bac,256GB,-4,750000.0
2263,4944,Xanh,XL,8,80000.0
2264,333,Hong,XL,10,0.0
2265,3647,Xam,L,11,0.0
2266,3905,Trang,L,33,330000.0
2267,4201,Hong,256GB,4,780000.0
2268,4861,Vang,M,28,260000.0
2269,1696,Hong,29,4,0.0
2270,3352,Hong,30,17,0.0
2271,4028,Trang,L,44,380000.0
2272,1268,Hong,S,-8,840000.0
2273,4254,Trang,32,5,820000.0
2274,925,Vang,XL,1,690000.0
2275,3193,Den,128GB,45,760000.0
2276,102,Vang,32,24,380000.0
2277,2652,Hong,XL,27,420000.0
2278,3254,Trang,S,6,300000.0
2279,3385,Do,29,3,710000.0
2280,3727,Vang,32,15,510000.0
2281,1517,Do,31,0,860000.0
2282,4300,Xanh,XL,5,10000.0
2283,1016,Hong,29,9,0.0
2284,4782,Do,128GB,40,870000.0
2285,1679,Den,S,13,130000.0
2286,535,Trang,31,41,110000.0
2287,2071,Hong,29,5,850000.0
2288,2660,Trang,XL,22,330000.0
2289,134,Trang,256GB,-9,370000.0
2290,412,Hong,32,18,780000.0
2291,2178,Den,128GB,8,520000.0
2292,1788,Do,29,48,380000.0
2293,3114,Do,128GB,44,0.0
2294,3782,Do,L,-3,990000.0
2295,4737,Xam,32,24,470000.0
2296,4099,Xam,32,25,720000.0
2297,2961,Xanh,S,-3,890000.0
2298,3757,Xanh,L,18,140000.0
2299,1053,Vang,128GB,-9,520000.0
2300,1779,Hong,M,48,520000.0
2301,1257,Vang,S,-8,360000.0
2302,1532,Do,128GB,21,0.0
2303,1389,Xam,256GB,10,0.0
2304,2460,Do,M,22,620000.0
2305,3809,Vang,XL,5,20000.0
2306,4957,Do,XL,10,740000.0
2307,2223,Trang,30,20,420000.0
2308,2940,Xam,L,3,810000.0
2309,153,Do,29,29,540000.0
2310,2627,Bac,30,44,900000.0
2311,3138,Vang,31,13,880000.0
2312,2326,Vang,30,34,660000.0
2313,147,Den,128GB,8,300000.0
2314,1310,Vang,XL,39,450000.0
2315,3287,Den,32,31,670000.0
2316,1222,Hong,M,-5,830000.0
2317,2603,Xanh,29,10,870000.0
2318,4643,Bac,L,37,740000.0
2319,1597,Hong,256GB,19,0.0
2320,2688,Do,L,-6,70000.0
2321,2049,Hong,M,-8,200000.0
2322,2732,Vang,256GB,14,810000.0
2323,1330,Xam,128GB,26,970000.0
2324,4788,Hong,32,20,230000.0
2325,1425,Hong,256GB,-4,630000.0
2326,1751,Hong,XL,38,0.0
2327,4207,Den,XL,33,480000.0
2328,1350,Xanh,XL,16,860000.0
2329,1430,Trang,256GB,7,650000.0
2330,1696,Hong,256GB,36,540000.0
2331,2164,Do,256GB,45,730000.0
2332,1124,Hong,30,31,600000.0
2333,9,Den,128GB,17,830000.0
2334,1303,Hong,XL,36,340000.0
2335,3873,Den,S,11,0.0
2336,1605,Xam,128GB,42,920000.0
2337,1771,Xanh,S,18,160000.0
2338,4177,Xanh,256GB,26,70000.0
2339,1898,Xanh,256GB,31,380000.0
2340,721,Do,31,7,190000.0
2341,1362,Hong,30,11,820000.0
2342,684,Hong,30,-2,650000.0
2343,819,Hong,32,41,720000.0
2344,560,Den,L,33,20000.0
2345,1527,Xam,S,42,210000.0
2346,3090,Trang,29,29,0.0
2347,2525,Do,32,5,200000.0
2348,2233,Trang,128GB,41,320000.0
2349,4357,Den,31,41,810000.0
2350,4723,Hong,29,-5,100000.0
2351,3688,Vang,128GB,2,480000.0
2352,2596,Xanh,XL,39,50000.0
2353,3523,Do,256GB,45,10000.0
2354,2676,Do,XL,29,580000.0
2355,3538,Do,XL,21,320000.0
2356,1949,Xam,32,13,730000.0
2357,3727,Xanh,31,26,50000.0
2358,1112,Do,128GB,34,400000.0
2359,4441,Den,31,1,150000.0
2360,1197,Trang,32,17,120000.0
2361,1708,Trang,30,35,420000.0
2362,3081,Do,30,41,960000.0
2363,4654,Den,S,5,140000.0
2364,3266,Bac,M,34,320000.0
2365,2141,Vang,M,1,190000.0
2366,724,Vang,L,-7,580000.0
2367,1888,Bac,S,15,410000.0
2368,1347,Trang,29,4,680000.0
2369,4464,Trang,S,3,170000.0
2370,184,Bac,29,4,440000.0
2371,3288,Xanh,S,17,280000.0
2372,3274,Bac,31,32,900000.0
2373,2053,Den,256GB,30,730000.0
2374,1554,Xanh,32,29,590000.0
2375,3620,Hong,S,34,100000.0
2376,3968,Xam,128GB,39,500000.0
2377,3777,Bac,32,-6,560000.0
2378,3368,Xam,31,33,780000.0
2379,4067,Hong,32,23,360000.0
2380,3824,Bac,30,17,180000.0
2381,1545,Xanh,29,28,830000.0
2382,4105,Xam,29,4,920000.0
2383,143,Xanh,32,18,450000.0
2384,4294,Vang,29,50,110000.0
2385,2703,Do,256GB,44,910000.0
2386,2736,Xanh,31,18,590000.0
2387,4751,Vang,XL,31,790000.0
2388,2453,Vang,30,23,690000.0
2389,2320,Xanh,128GB,36,690000.0
2390,4941,Trang,L,4,920000.0
2391,686,Do,31,-2,790000.0
2392,736,Xanh,M,4,900000.0
2393,2147,Den,S,27,720000.0
2394,793,Hong,32,32,920000.0
2395,4336,Trang,L,41,190000.0
2396,154,Vang,XL,31,950000.0
2397,4155,Vang,XL,28,120000.0
2398,1019,Xanh,S,6,0.0
2399,3134,Xam,32,3,800000.0
2400,131,Bac,M,25,890000.0
2401,4455,Hong,L,14,880000.0
2402,1980,Den,31,-7,600000.0
2403,2594,Vang,M,32,490000.0
2404,203,Xam,32,44,420000.0
2405,35,Xanh,31,40,130000.0
2406,99,Do,29,29,220000.0
2407,2447,Bac,30,49,20000.0
2408,1952,Xanh,32,15,610000.0
2409,3086,Xam,M,21,0.0
2410,404,Xam,S,37,650000.0
2411,91,Trang,30,4,0.0
2412,3412,Do,L,36,180000.0
2413,3134,Vang,256GB,36,690000.0
2414,1003,Den,S,36,720000.0
2415,4475,Xam,L,27,780000.0
2416,979,Hong,128GB,22,970000.0
2417,2857,Vang,S,9,930000.0
2418,1492,Hong,S,16,0.0
2419,1965,Do,S,46,70000.0
2420,3953,Do,32,36,60000.0
2421,1352,Den,30,47,980000.0
2422,477,Do,S,11,260000.0
2423,1432,Hong,S,49,70000.0
2424,443,Xam,XL,43,120000.0
2425,1756,Xam,31,39,190000.0
2426,793,Trang,29,5,850000.0
2427,2632,Den,256GB,21,770000.0
2428,1854,Xam,L,-8,270000.0
2429,4838,Bac,128GB,39,440000.0
2430,734,Den,XL,3,730000.0
2431,1368,Vang,S,11,320000.0
2432,4689,Den,M,11,580000.0
2433,4637,Trang,30,17,380000.0
2434,1821,Do,128GB,-9,880000.0
2435,2310,Trang,S,-2,220000.0
2436,442,Do,256GB,38,760000.0
2437,3679,Trang,L,4,910000.0
2438,1240,Xanh,XL,8,0.0
2439,4151,Vang,31,5,890000.0
2440,4777,Den,M,2,920000.0
2441,551,Vang,32,38,350000.0
2442,1893,Hong,128GB,3,630000.0
2443,1260,Vang,256GB,47,870000.0
2444,1002,Den,M,3,880000.0
2445,37,Xanh,XL,13,510000.0
2446,58,Trang,128GB,13,600000.0
2447,717,Hong,30,30,910000.0
2448,3483,Vang,M,35,360000.0
2449,4614,Do,32,-4,480000.0
2450,3168,Bac,128GB,19,270000.0
2451,3853,Hong,XL,3,890000.0
2452,4984,Do,29,26,520000.0
2453,648,Xanh,32,35,180000.0
2454,2041,Xanh,S,0,410000.0
2455,2672,Trang,30,28,320000.0
2456,215,Hong,31,36,250000.0
2457,217,Xanh,30,45,500000.0
2458,2408,Bac,29,28,180000.0
2459,391,Xam,128GB,28,710000.0
2460,2657,Trang,30,14,500000.0
2461,2140,Xam,S,44,940000.0
2462,4655,Hong,29,38,150000.0
2463,2058,Hong,128GB,32,820000.0
2464,3767,Den,256GB,-2,510000.0
2465,3523,Xam,256GB,40,350000.0
2466,1899,Vang,S,34,140000.0
2467,1592,Trang,30,16,710000.0
2468,212,Trang,32,9,330000.0
2469,1869,Xam,128GB,45,440000.0
2470,2200,Den,L,22,940000.0
2471,2809,Trang,29,25,820000.0
2472,1325,Trang,L,37,590000.0
2473,4741,Den,128GB,32,180000.0
2474,1103,Xam,32,8,160000.0
2475,1953,Xam,31,20,50000.0
2476,413,Bac,M,10,440000.0
2477,4129,Trang,L,23,730000.0
2478,2940,Trang,32,6,430000.0
2479,3016,Bac,128GB,40,420000.0
2480,1492,Bac,256GB,28,700000.0
2481,62,Vang,XL,18,560000.0
2482,50,Hong,S,41,960000.0
2483,1192,Xanh,32,20,700000.0
2484,4771,Xanh,128GB,35,750000.0
2485,2761,Hong,XL,42,440000.0
2486,730,Den,XL,28,130000.0
2487,1322,Xam,30,2,500000.0
2488,4848,Bac,32,3,350000.0
2489,4085,Den,31,6,540000.0
2490,1958,Den,L,32,330000.0
2491,2259,Trang,M,31,170000.0
2492,732,Vang,29,16,610000.0
2493,2956,Vang,256GB,30,930000.0
2494,4465,Den,M,48,200000.0
2495,2285,Den,29,41,880000.0
2496,1638,Xam,128GB,36,30000.0
2497,2006,Den,29,25,740000.0
2498,268,Xam,L,45,280000.0
2499,4995,Den,32,7,0.0
2500,1797,Hong,31,13,210000.0
2501,2828,Den,256GB,49,840000.0
2502,2791,Den,256GB,30,0.0
2503,764,Xam,XL,34,810000.0
2504,2140,Vang,30,3,730000.0
2505,1567,Hong,L,21,20000.0
2506,578,Do,32,5,470000.0
2507,2425,Bac,31,31,900000.0
2508,3496,Bac,30,22,490000.0
2509,91,Bac,M,7,0.0
2510,2051,Trang,XL,46,90000.0
2511,3406,Den,L,2,480000.0
2512,4676,Xam,30,16,60000.0
2513,1284,Do,S,31,630000.0
2514,3034,Hong,29,7,330000.0
2515,445,Bac,29,47,560000.0
2516,4751,Hong,S,44,550000.0
2517,1518,Vang,XL,4,550000.0
2518,1753,Trang,32,27,460000.0
2519,397,Bac,30,6,10000.0
2520,173,Bac,32,15,10000.0
2521,1270,Trang,S,37,340000.0
2522,3443,Xanh,32,3,650000.0
2523,630,Den,M,50,380000.0
2524,994,Hong,29,9,350000.0
2525,3999,Xanh,S,31,60000.0
2526,542,Bac,L,-6,540000.0
2527,4933,Den,29,33,0.0
2528,300,Xanh,M,32,670000.0
2529,3214,Xanh,30,25,740000.0
2530,838,Xanh,30,3,210000.0
2531,4597,Trang,256GB,30,600000.0
2532,3570,Den,30,24,240000.0
2533,41,Hong,256GB,27,330000.0
2534,86,Do,M,9,0.0
2535,774,Hong,XL,33,0.0
2536,3125,Trang,XL,13,260000.0
2537,3371,Den,S,48,350000.0
2538,4791,Trang,29,24,650000.0
2539,1755,Bac,XL,21,400000.0
2540,57,Trang,L,45,770000.0
2541,2708,Den,31,35,530000.0
2542,2175,Den,S,32,150000.0
2543,1064,Trang,30,0,880000.0
2544,4331,Xanh,29,42,710000.0
2545,84,Bac,L,-3,310000.0
2546,4098,Trang,31,45,300000.0
2547,3529,Do,S,39,610000.0
2548,1600,Do,S,-2,40000.0
2549,4695,Do,32,48,910000.0
2550,199,Den,XL,4,0.0
2551,457,Do,128GB,23,540000.0
2552,2880,Vang,31,34,380000.0
2553,3247,Do,31,16,10000.0
2554,4512,Do,L,18,150000.0
2555,3842,Do,31,8,670000.0
2556,4358,Trang,31,43,400000.0
2557,1254,Bac,XL,7,840000.0
2558,3539,Vang,31,10,610000.0
2559,511,Xam,L,46,750000.0
2560,1030,Den,30,26,480000.0
2561,824,Vang,31,30,0.0
2562,3768,Xam,32,29,910000.0
2563,3696,Xam,30,39,510000.0
2564,2447,Do,31,42,200000.0
2565,19,Den,XL,7,260000.0
2566,830,Xam,32,30,300000.0
2567,2988,Bac,S,13,920000.0
2568,3980,Xanh,128GB,34,420000.0
2569,1293,Xanh,29,2,990000.0
2570,4287,Do,31,37,640000.0
2571,793,Hong,31,23,920000.0
2572,404,Bac,30,6,100000.0
2573,2869,Trang,XL,2,840000.0
2574,4298,Hong,30,2,0.0
2575,4337,Do,30,16,210000.0
2576,4026,Vang,32,1,270000.0
2577,993,Xam,32,-7,970000.0
2578,254,Vang,29,28,190000.0
2579,3820,Den,L,19,510000.0
2580,1011,Hong,29,1,620000.0
2581,2359,Hong,32,44,790000.0
2582,2628,Xam,128GB,27,690000.0
2583,249,Xam,S,43,110000.0
2584,1973,Den,XL,2,250000.0
2585,3695,Xanh,32,23,300000.0
2586,4778,Hong,S,41,820000.0
2587,1523,Den,XL,14,470000.0
2588,4964,Do,L,1,450000.0
2589,2253,Xam,S,43,760000.0
2590,1866,Trang,128GB,27,890000.0
2591,1526,Den,256GB,3,0.0
2592,1735,Bac,32,35,790000.0
2593,649,Do,S,40,220000.0
2594,1230,Do,L,36,340000.0
2595,1119,Trang,31,10,790000.0
2596,2089,Xanh,29,28,990000.0
2597,3149,Den,S,34,0.0
2598,3923,Do,32,35,260000.0
2599,776,Do,M,31,370000.0
2600,3564,Do,29,19,250000.0
2601,4844,Den,32,42,130000.0
2602,3811,Vang,32,41,480000.0
2603,118,Hong,30,23,0.0
2604,1989,Xanh,M,32,740000.0
2605,2942,Den,L,11,30000.0
2606,3684,Hong,L,28,20000.0
2607,555,Trang,XL,50,900000.0
2608,4706,Bac,XL,30,90000.0
2609,2552,Do,31,-7,370000.0
2610,943,Vang,32,3,730000.0
2611,2563,Hong,XL,30,510000.0
2612,2131,Hong,XL,8,550000.0
2613,111,Xanh,L,36,700000.0
2614,4366,Xanh,L,29,720000.0
2615,1728,Hong,M,8,690000.0
2616,3246,Hong,128GB,41,720000.0
2617,4023,Den,L,11,390000.0
2618,778,Xanh,L,39,980000.0
2619,492,Hong,XL,13,290000.0
2620,4015,Trang,128GB,40,240000.0
2621,3642,Vang,31,46,430000.0
2622,4977,Bac,M,38,820000.0
2623,4341,Hong,128GB,44,680000.0
2624,1887,Den,L,9,290000.0
2625,1948,Vang,XL,25,40000.0
2626,3622,Xam,256GB,11,160000.0
2627,727,Vang,31,50,1000000.0
2628,2114,Do,30,33,470000.0
2629,3486,Xam,128GB,24,90000.0
2630,3403,Bac,30,6,230000.0
2631,3872,Vang,29,41,950000.0
2632,3229,Vang,30,40,0.0
2633,3947,Xanh,128GB,43,770000.0
2634,4828,Do,256GB,3,860000.0
2635,4787,Bac,S,47,0.0
2636,4740,Xanh,128GB,28,760000.0
2637,1133,Hong,32,9,330000.0
2638,1243,Vang,32,43,380000.0
2639,2720,Den,29,21,380000.0
2640,2464,Vang,29,48,890000.0
2641,159,Xam,M,-7,70000.0
2642,2803,Hong,256GB,7,810000.0
2643,2185,Vang,29,1,120000.0
2644,4242,Xanh,32,10,640000.0
2645,3767,Xam,M,18,180000.0
2646,3655,Hong,XL,6,610000.0
2647,3916,Xam,256GB,7,950000.0
2648,72,Do,S,50,210000.0
2649,2157,Hong,M,-9,790000.0
2650,3144,Xam,29,17,270000.0
2651,1818,Xam,30,47,320000.0
2652,818,Do,S,4,420000.0
2653,533,Den,M,49,580000.0
2654,1063,Bac,128GB,-1,150000.0
2655,193,Vang,L,33,230000.0
2656,2799,Do,31,41,440000.0
2657,4453,Do,L,49,60000.0
2658,449,Do,256GB,36,850000.0
2659,52,Xanh,XL,1,160000.0
2660,3327,Bac,M,22,920000.0
2661,4302,Trang,31,-2,290000.0
2662,3545,Xanh,31,39,310000.0
2663,1251,Vang,XL,-3,120000.0
2664,2658,Xam,L,7,860000.0
2665,1664,Trang,XL,8,320000.0
2666,19,Bac,256GB,3,80000.0
2667,525,Den,L,46,200000.0
2668,4403,Den,S,38,570000.0
2669,2888,Den,30,34,480000.0
2670,645,Xam,31,30,660000.0
2671,1129,Trang,128GB,26,0.0
2672,4531,Hong,31,4,200000.0
2673,2130,Xanh,128GB,45,0.0
2674,1825,Do,L,41,930000.0
2675,3306,Den,128GB,16,520000.0
2676,1296,Trang,256GB,7,390000.0
2677,4012,Xanh,31,15,280000.0
2678,2915,Bac,L,44,860000.0
2679,2230,Trang,128GB,18,0.0
2680,4071,Do,256GB,32,500000.0
2681,3249,Xam,256GB,14,240000.0
